model,KL,JSD
BPR,1.6087737474981572,0.04237793693419339
BPR,3.7154916190258,0.15001555544897785
BPR,3.171739509110499,0.15254924104424514
BPR,2.8157206026048,0.12042115501991972
BPR,7.708630044578952,0.2119480044788232
BPR,8.35046645681947,0.21582386993750177
BPR,1.6257447825379554,0.0447500648222464
BPR,0.4659839095187449,0.010917605379908329
BPR,2.1994006967928863,0.05408277120228614
BPR,7.4581020268450775,0.1772600843717541
BPR,5.196372969578009,0.12714642945448718
BPR,5.960961833665231,0.18930696129760516
BPR,3.705037616751562,0.10818218505444326
BPR,3.802546947051517,0.10644130219193297
BPR,7.710129340557305,0.2051909549517323
BPR,2.8550127623374104,0.13104790280254516
BPR,7.759181148475124,0.1922869747835508
BPR,1.4572694036573417,0.06639514838453456
BPR,8.354041048435313,0.19581331348448072
BPR,5.418802541552547,0.14824471991214644
BPR,4.190462421796335,0.09850212331556858
BPR,0.11113576392632087,0.0419505980902529
BPR,4.917624175945495,0.12060315694983866
BPR,3.987358944588386,0.10288556282689669
BPR,5.110017947159526,0.15421191309441826
BPR,4.822763687724204,0.1316752009406068
BPR,0.4401853744322167,0.026507871584414713
BPR,6.794801155782454,0.1668272763508413
BPR,4.50869761355363,0.12487166706798233
BPR,4.011997057299731,0.11457457756299176
BPR,2.1233152903723846,0.05095722979063269
BPR,3.496628905391545,0.09384273905231752
BPR,3.7656086875001047,0.1060021380338722
BPR,3.8036088938709813,0.10957914479727277
BPR,1.6546624281238047,0.0437152405457843
BPR,2.3775789487027144,0.12335970338443507
BPR,0.25939322239782153,0.11862400272400973
BPR,2.40029595058815,0.10433803661537876
BPR,4.814463676656225,0.10940150000860109
BPR,0.06441244159049672,0.022179523467862564
BPR,3.0200102862474587,0.07460021599028717
BPR,3.588107628595345,0.10055885088869643
BPR,6.062151595954975,0.17825985780056924
BPR,9.830332457938715,0.2575158946011622
BPR,1.7460936778095715,0.04816300144934623
BPR,1.7174762185265628,0.053381145856722316
BPR,4.20195531979485,0.11682056185171483
BPR,3.8981591909626423,0.12413343550535626
BPR,1.9953641667831716,0.0694385816562427
BPR,0.2799219167952469,0.1089244459497232
BPR,2.3991998418499825,0.0633266545743125
