user	KL	JSD
user_1SMcLfwJ	0.0676807980886007	0.02494254587531437
user_1STnW9HS	0.012132303336192928	0.0042653600725704646
user_1SUU3iBB	0.15730827603386136	0.0632412384637297
user_1SiWGc7O	1.0830216917867683	0.05883502583721078
user_1T1dxOyN	0.05956263273878967	0.024774820627723897
user_1TFfeeys	0.013496363406192619	0.004902475314754433
user_1TMJec0g	0.057425828243057225	0.021025293107329576
user_1TmwzYwK	0.021618688687096255	0.00763396331519415
user_1U3pN25z	0.02736102697115885	0.009617504461630236
user_1U4thoB4	0.0030792317003776985	0.0011167590927725567
user_1UJIuUwi	0.021087357394709044	0.007877203305746
user_1UKXgsE4	0.08630788092320327	0.029819277821533662
user_1Ubj8ptX	0.02346717786629513	0.008654730879880803
user_1Uga0VNc	0.024279038352315513	0.008541379025925798
user_1UhIEGoL	0.0359590710207051	0.012556019824187076
user_1Uldai9h	0.5127807343902858	0.03888897636042262
user_1UmcvXz0	0.07954500900131706	0.03112635352194755
user_1VUQggPe	0.07304529367230592	0.02872644006717171
user_1VhUAc12	0.0915603081203381	0.03563120695930948
user_1VwMc4Tc	0.09496901367720077	0.03829691561787761
user_1Vx3UldT	0.03810812222072961	0.012881321660539822
user_1WKK5WLh	0.08472166894549762	0.03469852842519735
user_1WkntWts	0.142701328273664	0.0522869280887926
user_1WqhsRHP	0.07713938433292851	0.032349705529771254
user_1X0fVEkQ	0.2904546077603556	0.012163106310150591
user_1XOJ9ifB	0.11428155902695804	0.052929898783761274
user_1Xd2662p	0.01585299476926357	0.005638881136608084
user_1XoYtO20	0.782877494904625	0.029565392038104495
user_1XzJesvd	1.180445042658297	0.05102333156059343
user_1YD7F90y	0.36454117321493157	0.024307511285401154
user_1YWpQ5La	0.052243504438503216	0.019163112875161634
user_1YkBy5Wx	0.011492733292519736	0.004463282204143351
user_1YlHGjSO	0.027168522109959996	0.009469839455001097
user_1Yw5WVcY	0.017797224927405167	0.006538050915955267
user_1YzYPA1b	0.14283356600275166	0.042393875397830495
user_1Z10GKCd	0.008977747500838329	0.0033123457634032273
user_1Z7DfZiR	0.025071603626923303	0.00828592966124754
user_1ZAraUhQ	0.018506464017051777	0.006649789683664294
user_1ZlgiFP3	0.042269657188844394	0.017842257366702332
user_1ZqOciH4	0.09455688712946958	0.04336816567711258
user_1ZyJtMsd	0.01750061672450369	0.006305693205235313
user_1a3Dg2h1	0.3335763396723298	0.02158168431445655
user_1aDWKDDd	0.07885075135924102	0.025388686103476436
user_1aDa4tpp	0.46151177695031664	0.03371084115095224
user_1aidU5iV	0.17713532064058285	0.07009416487655194
user_1airhEIQ	0.032736015729141726	0.012000098069805213
user_1atgCy4t	0.5432995938126899	0.20959962725776476
user_1b9MZRMz	0.38418819897299084	0.0224976558107112
user_1bJ6FuA4	0.0725633934021737	0.02417796078475428
user_1bMfURgE	0.070440611735309	0.028244470389591426
user_1bZDLXHd	0.5229162155708489	0.02010225138755735
user_1byjlpOP	0.03549345156186906	0.014299298690020739
user_1bzPrv1a	0.010190574082096001	0.0036465226892071034
user_1c8JTHzJ	0.560605443836959	0.017471886028740415
user_1dIRjmok	0.0029864208423414328	0.0010957432247141296
user_1dQN4FEM	0.0064286008997888324	0.0023579036991759417
user_1dzqAXDh	0.015024708867757027	0.006083840349562285
user_1eIXzH9P	0.07734182894981047	0.03150889127239714
user_1egABLBB	0.08341154218779454	0.036397906952912805
user_1ehmMQOa	0.04678829798954804	0.016551127464586667
user_1ev7y73r	0.5562093523329926	0.02773004545796009
user_1f6pmtS7	0.11312307013518468	0.03913692901516723
user_1fEyk1Zl	0.35018388746887597	0.022604063735134752
user_1g40Eiv8	0.15835201390193254	0.07443815453871255
user_1gWzM7OI	0.06247083505963588	0.024740178026116624
user_1gdwMyE6	0.019616973318495448	0.006947146764499106
user_1h0L76Ef	0.08874456796738628	0.03443798143833503
user_1hIQfBdh	0.061443430371920564	0.022560135369304648
user_1hQQitZO	0.09800437745746984	0.03531357775937278
user_1hpV95fr	0.07747549593646202	0.029254455873811588
user_1hyxdf95	0.5700744224100792	0.024234017761580216
user_1i0KPJkv	0.0342545774547071	0.01267509615251451
user_1iBbPGdO	0.0494399887037672	0.0190712807222259
user_1iEL6Ivx	0.3052068598333078	0.01939033578025903
user_1ikWgfN2	0.10581932011042963	0.038519362050385725
user_1il6mxWP	0.11890409883030761	0.04802198278179234
user_1iubXTs2	0.006339395157829303	0.002266253025081559
user_1j0cVsOW	0.32286269499246206	0.0231387074946367
user_1j4HxO7F	0.04424389915291053	0.020072643758447566
user_1jRPe7Xf	0.0279535437030642	0.010745111549119285
user_1jTUw01X	0.5305789626852292	0.026401845381714365
user_1jwo3Htt	0.0853289585068114	0.0288828875141402
